,date,name,symbol,market_cap,price,volume
0,2020-02-01,Bitcoin,BTC,170900662180.11,9392.88,25922656496.18
1,2020-02-01,Ethereum,ETH,20116913727.95,183.67,11569697182.49
2,2020-02-01,XRP,XRP,10548109280.56,0.2415,1592451417.1
3,2020-02-01,Bitcoin Cash,BCH,6955699068.23,381.01,3218496040.38
4,2020-02-01,Bitcoin SV,BSV,5086094873.05,278.65,2045188904.23
5,2020-02-01,TTether,USDT,4648011884.0,1.0012,34763069931.3
6,2020-02-01,Litecoin,LTC,4531596557.01,70.82,6009767448.79
7,2020-02-01,EOS,EOS,3955723016.34,4.1586,2870748186.07
8,2020-02-01,Binance Coin,BNB,2833617692.69,18.22,238461925.14
9,2020-02-01,Cardano,ADA,1454290892.69,0.05609,110646744.08
10,2020-02-01,Ethereum Classic,ETC,1342452894.2,11.54,2507607884.61
11,2020-02-01,Monero,XMR,1277954138.76,73.34,76400844.2
12,2020-02-01,TRON,TRX,1271241659.38,0.01906,1346616385.73
13,2020-02-01,Stellar,XLM,1213096236.39,0.06047,351749271.35
14,2020-02-01,Tezos,XTZ,1209947862.23,1.743,37226253.63
15,2020-02-01,HDash,DASH,1092986551.07,117.47,809915886.53
16,2020-02-01,KChainlink,LINK,993633620.01,2.839,121185567.04
17,2020-02-01,UNUS SED LEO,LEO,871420993.14,0.8719,9749460.99
18,2020-02-01,TAIOTA,MIOTA,848011089.32,0.3051,11189601.26
19,2020-02-01,MCosmos,ATOM,834520686.12,4.3764,153198031.42
20,2020-02-08,Bitcoin,BTC,179615828322.35,9865.12,35172043761.83
21,2020-02-08,Ethereum,ETH,24461492838.84,223.15,16741203125.07
22,2020-02-08,XRP,XRP,12115026113.44,0.2772,2380993304.02
23,2020-02-08,Bitcoin Cash,BCH,8101984212.37,443.51,4419573712.82
24,2020-02-08,Bitcoin SV,BSV,6141774147.42,336.25,3637921785.77
25,2020-02-08,Litecoin,LTC,4897092474.76,76.47,5496860398.61
26,2020-02-08,TTether,USDT,4640205612.82,0.9995,44251729422.38
27,2020-02-08,EOS,EOS,4532861110.57,4.7615,3764687323.92
28,2020-02-08,Binance Coin,BNB,3387965857.99,21.78,376067881.29
29,2020-02-08,Tezos,XTZ,1588433980.87,2.2882,93638903.48
30,2020-02-08,Cardano,ADA,1554184887.89,0.05994,135969080.13
31,2020-02-08,TRON,TRX,1457122833.76,0.02185,1566606336.23
32,2020-02-08,Stellar,XLM,1422649989.43,0.07085,479921993.94
33,2020-02-08,Monero,XMR,1406597566.94,80.67,106189645.22
34,2020-02-08,Ethereum Classic,ETC,1357700661.73,11.67,2458728176.25
35,2020-02-08,KChainlink,LINK,1195060080.04,3.4145,305697105.82
36,2020-02-08,HDash,DASH,1172932922.64,125.9,1229051151.29
37,2020-02-08,UNUS SED LEO,LEO,935565290.58,0.936,12101666.37
38,2020-02-08,uobi Token,HT,905165697.24,3.8279,284265800.42
39,2020-02-08,Neo,NEO,895964826.09,12.7,719998979.38
40,2020-02-15,Bitcoin,BTC,180179996218.63,9889.42,43865054831.0
41,2020-02-15,Ethereum,ETH,29045044403.44,264.73,23682452994.32
42,2020-02-15,XRP,XRP,13385174852.97,0.3062,4282439062.87
43,2020-02-15,Bitcoin Cash,BCH,8000897937.43,437.66,5190427956.54
44,2020-02-15,Bitcoin SV,BSV,5667626453.72,310.08,2841930815.22
45,2020-02-15,Litecoin,LTC,4903772880.92,76.51,5612667759.57
46,2020-02-15,TTether,USDT,4638318811.12,0.9991,57250318373.38
47,2020-02-15,EOS,EOS,4521126061.05,4.7431,6181721911.25
48,2020-02-15,Binance Coin,BNB,3756157245.26,24.15,454859712.83
49,2020-02-15,Tezos,XTZ,2209226319.45,3.1824,194773545.04
50,2020-02-15,Cardano,ADA,1655783318.49,0.06386,190925360.75
51,2020-02-15,Stellar,XLM,1599467709.97,0.07925,577812167.59
52,2020-02-15,TRON,TRX,1572749768.99,0.02359,1768976193.24
53,2020-02-15,Monero,XMR,1550434859.95,88.87,146497146.22
54,2020-02-15,KChainlink,LINK,1506631238.33,4.3047,498446605.78
55,2020-02-15,Ethereum Classic,ETC,1208279705.41,10.39,2720972974.56
56,2020-02-15,HDash,DASH,1136675446.95,121.85,890484409.0
57,2020-02-15,uobi Token,HT,1136377025.13,4.8895,618213979.24
58,2020-02-15,Neo,NEO,1058122634.79,15.0,1088765421.63
59,2020-02-15,UNUS SED LEO,LEO,966242139.43,0.9667,8662656.14
60,2020-02-22,Bitcoin,BTC,176180696547.8,9663.18,35838025154.26
61,2020-02-22,Ethereum,ETH,28807130265.52,262.33,16906032861.61
62,2020-02-22,XRP,XRP,12070510426.83,0.2759,2190665842.43
63,2020-02-22,Bitcoin Cash,BCH,6838613387.08,373.83,3527159321.56
64,2020-02-22,Bitcoin SV,BSV,5128781295.3,280.41,2094451769.25
65,2020-02-22,Litecoin,LTC,4819103853.72,75.13,5547090433.51
66,2020-02-22,TTether,USDT,4650857754.58,1.0018,41243330013.0
67,2020-02-22,EOS,EOS,3933261969.75,4.1221,3072139785.95
68,2020-02-22,Binance Coin,BNB,3416905532.22,21.97,328794301.98
69,2020-02-22,Tezos,XTZ,2325451762.08,3.3144,200526801.89
70,2020-02-22,Cardano,ADA,1512484799.09,0.05834,132866696.53
71,2020-02-22,KChainlink,LINK,1436028024.1,4.1029,303556868.71
72,2020-02-22,Stellar,XLM,1401477520.83,0.06939,398582854.49
73,2020-02-22,Monero,XMR,1380524029.18,79.09,133451985.86
74,2020-02-22,TRON,TRX,1339387447.26,0.02009,1552695028.52
75,2020-02-22,Ethereum Classic,ETC,1107584712.6,9.5224,1724873519.9
76,2020-02-22,uobi Token,HT,1055789557.26,4.5241,219757153.17
77,2020-02-22,HDash,DASH,977875094.74,104.7,947030400.82
78,2020-02-22,Neo,NEO,971632180.91,13.77,750996068.6
79,2020-02-22,MCosmos,ATOM,954287846.82,5.0044,297156553.41
80,2020-02-29,Bitcoin,BTC,156895988083.74,8599.51,35792392544.01
81,2020-02-29,Ethereum,ETH,24162913195.45,219.85,18181296376.35
82,2020-02-29,XRP,XRP,10121531622.81,0.2312,2061348763.26
83,2020-02-29,Bitcoin Cash,BCH,5644119541.82,308.33,3835560260.53
84,2020-02-29,TTether,USDT,4671931513.54,1.0064,44948749120.53
85,2020-02-29,Bitcoin SV,BSV,3885583525.15,212.29,1925700287.26
86,2020-02-29,Litecoin,LTC,3758049403.71,58.54,4168117351.85
87,2020-02-29,EOS,EOS,3261098547.95,3.5426,3457926541.49
88,2020-02-29,Binance Coin,BNB,3046045199.85,19.58,584219366.0
89,2020-02-29,Tezos,XTZ,1935866745.55,2.7562,148892176.97
90,2020-02-29,KChainlink,LINK,1437989315.75,4.1085,452201070.59
91,2020-02-29,Cardano,ADA,1232603349.42,0.04754,94074240.26
92,2020-02-29,Monero,XMR,1161176481.7,66.49,100216473.25
93,2020-02-29,Stellar,XLM,1160906895.89,0.05746,318679470.92
94,2020-02-29,uobi Token,HT,1134674420.73,4.8621,1300466628.86
95,2020-02-29,TRON,TRX,1108881471.24,0.01663,1530978799.08
96,2020-02-29,UNUS SED LEO,LEO,964112150.06,0.9646,6956538.92
97,2020-02-29,Ethereum Classic,ETC,861588474.48,7.4075,1233126528.54
98,2020-02-29,HDash,DASH,803708971.18,85.89,756043899.4
99,2020-02-29,Neo,NEO,789886313.55,11.2,741943844.8
100,2020-03-07,Bitcoin,BTC,162684945902.61,8909.95,36216930369.67
101,2020-03-07,Ethereum,ETH,26164459703.93,237.85,19431652027.37
102,2020-03-07,XRP,XRP,10387966255.35,0.2371,2109420975.12
103,2020-03-07,Bitcoin Cash,BCH,6059789428.48,330.81,3875979762.0
104,2020-03-07,TTether,USDT,4643212804.94,1.0002,46199415513.47
105,2020-03-07,Bitcoin SV,BSV,4290029659.03,234.23,1910397713.13
106,2020-03-07,Litecoin,LTC,3889681823.51,60.55,4258036532.21
107,2020-03-07,EOS,EOS,3366250140.19,3.656,2687010880.92
108,2020-03-07,Binance Coin,BNB,3138663735.94,20.18,337204406.92
109,2020-03-07,Tezos,XTZ,2103907640.52,2.9929,152873891.21
110,2020-03-07,KChainlink,LINK,1520607569.08,4.3446,375742252.65
111,2020-03-07,Cardano,ADA,1268987676.91,0.04894,90448414.12
112,2020-03-07,Stellar,XLM,1183231787.04,0.05841,411529338.64
113,2020-03-07,Monero,XMR,1143443765.34,65.44,106259049.0
114,2020-03-07,TRON,TRX,1136886287.17,0.01705,1298740279.44
115,2020-03-07,uobi Token,HT,1063188576.92,4.6521,172041630.79
116,2020-03-07,UNUS SED LEO,LEO,966964369.62,0.9674,7182178.44
117,2020-03-07,Ethereum Classic,ETC,909500478.76,7.8194,1346672682.7
118,2020-03-07,HDash,DASH,827551393.26,88.33,1565980270.73
119,2020-03-07,Neo,NEO,819819985.82,11.62,731757189.65
120,2020-03-14,Bitcoin,BTC,95014981943.99,5200.37,36154506007.58
121,2020-03-14,Ethereum,ETH,13575727274.82,123.31,12740784545.45
122,2020-03-14,XRP,XRP,6454051865.88,0.1473,2310448364.68
123,2020-03-14,TTether,USDT,4649890998.14,1.0016,48327975513.23
124,2020-03-14,Bitcoin Cash,BCH,3071953595.64,167.58,3542066431.15
125,2020-03-14,Litecoin,LTC,2211281927.64,34.4,3270465986.1
126,2020-03-14,Bitcoin SV,BSV,2131684759.6,116.31,1739920783.92
127,2020-03-14,EOS,EOS,1806048117.78,1.9611,3877791452.79
128,2020-03-14,Binance Coin,BNB,1577212181.25,10.14,301943025.77
129,2020-03-14,Storeum,STO,1376130446.86,4.9324,903.85
130,2020-03-14,Tezos,XTZ,1108448980.97,1.5752,156652224.28
131,2020-03-14,UNUS SED LEO,LEO,937754444.8,0.9382,1778129.58
132,2020-03-14,Stellar,XLM,755613086.55,0.0373,375613371.07
133,2020-03-14,KChainlink,LINK,750231169.31,2.1435,448070725.63
134,2020-03-14,Cardano,ADA,674339082.26,0.02601,65051355.99
135,2020-03-14,TRON,TRX,650939208.87,0.009762,1142638046.78
136,2020-03-14,uobi Token,HT,647920105.16,2.835,250847706.43
137,2020-03-14,Monero,XMR,633204188.2,36.22,110312282.85
138,2020-03-14,Z5TAGZ5,TAGZ5,570866061.42,1.4797,30993.48
139,2020-03-14,CUSD Coin,USDC,557157425.68,1.0005,574424825.21
140,2020-03-21,Bitcoin,BTC,113068192795.06,6185.07,42494390879.61
141,2020-03-21,Ethereum,ETH,14635764102.35,132.82,13684083307.75
142,2020-03-21,XRP,XRP,6934993697.02,0.1582,2068099167.29
143,2020-03-21,TTether,USDT,4646775523.7,1.0009,52643956419.59
144,2020-03-21,Bitcoin Cash,BCH,4023959787.07,219.37,4157945375.13
145,2020-03-21,Bitcoin SV,BSV,3075663811.95,167.7,3036999420.27
146,2020-03-21,Litecoin,LTC,2466743817.89,38.34,3438721430.43
147,2020-03-21,EOS,EOS,2097823910.04,2.2777,3216339976.97
148,2020-03-21,Binance Coin,BNB,1875460321.19,12.06,386174572.47
149,2020-03-21,Tezos,XTZ,1161409898.85,1.6487,140158723.11
150,2020-03-21,UNUS SED LEO,LEO,997028930.92,0.9975,8796945.83
151,2020-03-21,Z5TAGZ5,TAGZ5,972625392.54,2.5211,7193.19
152,2020-03-21,Stellar,XLM,803546868.2,0.03962,356478473.65
153,2020-03-21,KChainlink,LINK,795065383.59,2.2716,317973844.85
154,2020-03-21,Cardano,ADA,762610838.08,0.02941,94598888.74
155,2020-03-21,uobi Token,HT,760077252.27,3.3588,293948635.19
156,2020-03-21,TRON,TRX,748758600.14,0.01123,1084677872.36
157,2020-03-21,Monero,XMR,719791363.89,41.15,130652356.68
158,2020-03-21,HDash,DASH,669620549.43,71.29,986049949.63
159,2020-03-21,CUSD Coin,USDC,666270881.01,1.0009,1073258926.8
160,2020-03-28,Bitcoin,BTC,114183689640.72,6242.19,34885225901.01
161,2020-03-28,Ethereum,ETH,14446379742.89,130.99,12162403960.39
162,2020-03-28,XRP,XRP,7717955718.26,0.1758,2689925753.28
163,2020-03-28,TTether,USDT,4640992199.14,0.9997,44315404128.08
164,2020-03-28,Bitcoin Cash,BCH,3932302659.3,214.22,3419855738.28
165,2020-03-28,Bitcoin SV,BSV,2881807559.23,157.02,2095536390.52
166,2020-03-28,Litecoin,LTC,2502911912.62,38.87,3119837444.97
167,2020-03-28,EOS,EOS,2033304407.1,2.2069,2689730366.76
168,2020-03-28,Binance Coin,BNB,1896476688.36,12.19,256061862.36
169,2020-03-28,Tezos,XTZ,1103112411.96,1.5647,103065064.69
170,2020-03-28,UNUS SED LEO,LEO,1013960505.5,1.0145,9877381.05
171,2020-03-28,Z5TAGZ5,TAGZ5,1011088872.83,2.6208,9616.72
172,2020-03-28,Monero,XMR,824882908.17,47.13,133440621.9
173,2020-03-28,Stellar,XLM,810493534.26,0.03996,340909984.89
174,2020-03-28,Cardano,ADA,771875680.93,0.02977,85338156.19
175,2020-03-28,TRON,TRX,760296995.48,0.0114,1027379374.01
176,2020-03-28,KChainlink,LINK,747848872.45,2.1367,234279602.83
177,2020-03-28,uobi Token,HT,737074619.81,3.2571,167993055.46
178,2020-03-28,CUSD Coin,USDC,680395720.97,0.9969,821108456.48
179,2020-03-28,HDash,DASH,612341873.55,65.11,696562609.42
180,2020-04-04,Bitcoin,BTC,125712834529.57,6867.53,33185988583.8
181,2020-04-04,Ethereum,ETH,16029973618.08,145.22,11946658256.7
182,2020-04-04,XRP,XRP,7984528291.11,0.1817,1793826152.76
183,2020-04-04,TTether,USDT,6191457723.17,1.0041,39644126974.98
184,2020-04-04,Bitcoin Cash,BCH,4386737916.21,238.82,3145975504.25
185,2020-04-04,Bitcoin SV,BSV,3292469055.08,179.27,1812315893.04
186,2020-04-04,Litecoin,LTC,2621009071.51,40.68,3229457621.91
187,2020-04-04,EOS,EOS,2181718219.75,2.3675,2461032019.31
188,2020-04-04,Binance Coin,BNB,2150221627.97,13.82,416644564.98
189,2020-04-04,Z5TAGZ5,TAGZ5,1239341242.66,3.2125,15742.84
190,2020-04-04,Tezos,XTZ,1200417773.18,1.7027,90291105.25
191,2020-04-04,UNUS SED LEO,LEO,1033445574.76,1.034,9024575.77
192,2020-04-04,Monero,XMR,950446641.5,54.28,158229658.68
193,2020-04-04,Stellar,XLM,851912645.15,0.04194,331158440.22
194,2020-04-04,Cardano,ADA,842753266.97,0.0325,89146986.51
195,2020-04-04,uobi Token,HT,840078860.66,3.7123,147584108.17
196,2020-04-04,KChainlink,LINK,814174590.65,2.3262,194260779.57
197,2020-04-04,TRON,TRX,800078429.48,0.012,808013453.68
198,2020-04-04,CUSD Coin,USDC,698932647.33,1.0016,733529363.29
199,2020-04-04,Crypto.com Coin,CRO,684291454.1,0.04808,6517430.68
200,2020-04-11,Bitcoin,BTC,125651623116.07,6859.08,31222085946.27
201,2020-04-11,BCLInnovative Bioresearch Classic,INNBCL,20508910906.09,,1620.27
202,2020-04-11,Ethereum,ETH,17479687023.21,158.22,13555089447.11
203,2020-04-11,XRP,XRP,8270834076.04,0.1881,1847482830.78
204,2020-04-11,TTether,USDT,6349047069.94,0.9981,40060959109.84
205,2020-04-11,Bitcoin Cash,BCH,4264553423.22,232.05,3375116763.45
206,2020-04-11,Bitcoin SV,BSV,3418941500.68,186.05,2058158007.52
207,2020-04-11,Litecoin,LTC,2729109196.4,42.32,3374908252.45
208,2020-04-11,EOS,EOS,2305583447.86,2.5014,2633897635.58
209,2020-04-11,Binance Coin,BNB,2147073559.8,13.8,364313702.12
210,2020-04-11,Tezos,XTZ,1389145613.0,1.9658,177215788.75
211,2020-04-11,KChainlink,LINK,1148809627.33,3.2823,653196770.46
212,2020-04-11,UNUS SED LEO,LEO,1014247411.88,1.0148,7391792.17
213,2020-04-11,Stellar,XLM,1006177929.76,0.04955,426515997.71
214,2020-04-11,Monero,XMR,938669716.24,53.58,98767430.29
215,2020-04-11,Cardano,ADA,864772499.67,0.03335,75648110.7
216,2020-04-11,uobi Token,HT,836950757.07,3.6985,138359270.33
217,2020-04-11,TRON,TRX,832404708.55,0.01248,1051591915.23
218,2020-04-11,Crypto.com Coin,CRO,708535371.7,0.04979,6673905.83
219,2020-04-11,HDash,DASH,703375511.5,74.56,828165942.51
220,2020-04-18,Bitcoin,BTC,133053136875.74,7257.66,32447188385.93
221,2020-04-18,Ethereum,ETH,20668075856.63,186.91,20160323443.0
222,2020-04-18,XRP,XRP,8594155313.5,0.1949,1918245143.37
223,2020-04-18,TTether,USDT,6365977429.11,1.0008,45234041690.09
224,2020-04-18,Bitcoin Cash,BCH,4468765895.21,243.08,3305881529.52
225,2020-04-18,Bitcoin SV,BSV,3741225764.11,203.52,1968129249.62
226,2020-04-18,Litecoin,LTC,2863206054.19,44.36,4508378328.65
227,2020-04-18,Binance Coin,BNB,2580847659.76,16.59,479760692.22
228,2020-04-18,EOS,EOS,2514961140.9,2.728,3171348019.74
229,2020-04-18,Tezos,XTZ,1647317077.79,2.3285,226409663.29
230,2020-04-18,Z5TAGZ5,TAGZ5,1637072078.16,4.2434,13563.6
231,2020-04-18,KChainlink,LINK,1324210520.72,3.7835,517130841.69
232,2020-04-18,UNUS SED LEO,LEO,1034111672.08,1.0346,11664776.89
233,2020-04-18,Stellar,XLM,1026552161.27,0.0505,534672463.7
234,2020-04-18,Monero,XMR,1016143809.94,57.97,114264444.34
235,2020-04-18,Cardano,ADA,947715098.69,0.03655,89893450.59
236,2020-04-18,TRON,TRX,891484673.52,0.01337,1358911557.65
237,2020-04-18,uobi Token,HT,878012837.27,3.9431,276464346.94
238,2020-04-18,MINDOL,MIN,759613102.34,4.4603,1182579.96
239,2020-04-18,HDash,DASH,755551725.63,79.99,878844408.43
240,2020-04-25,Bitcoin,BTC,138874072264.26,7569.94,32941541446.93
241,2020-04-25,Ethereum,ETH,21637838416.54,195.52,18260969748.15
242,2020-04-25,XRP,XRP,8599842766.36,0.1951,1648491142.31
243,2020-04-25,TTether,USDT,6390799911.22,1.0047,44807056871.56
244,2020-04-25,Bitcoin Cash,BCH,4408429577.36,239.72,3228034422.95
245,2020-04-25,Bitcoin SV,BSV,3586352419.11,195.03,2012652584.18
246,2020-04-25,Litecoin,LTC,2888203931.01,44.71,4769855703.65
247,2020-04-25,Binance Coin,BNB,2536091110.9,16.31,362345239.58
248,2020-04-25,EOS,EOS,2504699479.53,2.7163,3268240995.5
249,2020-04-25,Tezos,XTZ,2031305379.75,2.868,296143369.79
250,2020-04-25,Z5TAGZ5,TAGZ5,1772070677.0,4.5933,7595.25
251,2020-04-25,KChainlink,LINK,1331080896.84,3.8031,326366095.99
252,2020-04-25,Stellar,XLM,1261444742.79,0.06215,526584849.54
253,2020-04-25,Cardano,ADA,1099521577.85,0.04241,101619888.94
254,2020-04-25,Monero,XMR,1064930394.13,60.73,102455402.94
255,2020-04-25,UNUS SED LEO,LEO,1051427663.45,1.052,11441230.3
256,2020-04-25,TRON,TRX,934729997.66,0.01402,1484554238.42
257,2020-04-25,uobi Token,HT,885399306.56,3.9763,199869936.26
258,2020-04-25,HDash,DASH,810164081.84,85.66,862671932.78
259,2020-04-25,Crypto.com Coin,CRO,771976752.99,0.05425,4494147.24
260,2020-05-02,Bitcoin,BTC,165012307599.61,8988.6,40134388683.23
261,2020-05-02,Ethereum,ETH,23850828458.55,215.33,18260876092.17
262,2020-05-02,XRP,XRP,9877477085.66,0.2239,2170661653.84
263,2020-05-02,TTether,USDT,6383156257.61,1.0035,49997806582.39
264,2020-05-02,Bitcoin Cash,BCH,4819493015.05,261.98,3062945430.36
265,2020-05-02,Bitcoin SV,BSV,3926300163.42,213.44,1995753724.5
266,2020-05-02,Litecoin,LTC,3197119849.95,49.46,4453777870.92
267,2020-05-02,Binance Coin,BNB,2735098062.26,17.58,393955299.65
268,2020-05-02,EOS,EOS,2717153021.63,2.9461,3292642052.47
269,2020-05-02,Tezos,XTZ,2008681665.56,2.8329,237435343.58
270,2020-05-02,Stellar,XLM,1533468385.06,0.07545,721153690.93
271,2020-05-02,KChainlink,LINK,1337763940.02,3.8222,312851881.52
272,2020-05-02,Cardano,ADA,1322649295.39,0.05101,128138136.08
273,2020-05-02,Monero,XMR,1133833190.4,64.62,90574302.77
274,2020-05-02,TRON,TRX,1091915962.41,0.01637,1500824957.82
275,2020-05-02,UNUS SED LEO,LEO,1064959221.5,1.0655,12283930.8
276,2020-05-02,Crypto.com Coin,CRO,1000424958.17,0.06041,6640830.48
277,2020-05-02,uobi Token,HT,952851745.01,4.2792,113115387.06
278,2020-05-02,Ethereum Classic,ETC,869706702.79,7.4773,2886988123.58
279,2020-05-02,MINDOL,MIN,813867467.91,4.7789,1362056.46
280,2020-05-09,Bitcoin,BTC,176251395672.86,9593.9,46566121841.11
281,2020-05-09,Ethereum,ETH,23458353557.95,211.6,18950547549.21
282,2020-05-09,XRP,XRP,9568176316.56,0.2169,2543805061.79
283,2020-05-09,TTether,USDT,6391680873.07,1.0048,57870685210.19
284,2020-05-09,Bitcoin Cash,BCH,4897611523.25,266.14,4711612710.75
285,2020-05-09,Bitcoin SV,BSV,3883219828.7,211.03,2571411485.58
286,2020-05-09,Litecoin,LTC,3058380576.83,47.27,4740601427.72
287,2020-05-09,Binance Coin,BNB,2634163526.6,16.94,365221789.1
288,2020-05-09,EOS,EOS,2546693083.85,2.7607,3605845331.03
289,2020-05-09,Tezos,XTZ,2008543157.59,2.8296,176778232.28
290,2020-05-09,Stellar,XLM,1456155371.29,0.07197,615949071.8
291,2020-05-09,KChainlink,LINK,1414112225.5,4.0403,596770801.78
292,2020-05-09,Cardano,ADA,1341363556.5,0.05174,141642170.7
293,2020-05-09,Monero,XMR,1110115188.04,63.24,98564078.87
294,2020-05-09,Crypto.com Coin,CRO,1109068171.59,0.0668,7450962.63
295,2020-05-09,TRON,TRX,1080118125.15,0.0162,1624909899.59
296,2020-05-09,UNUS SED LEO,LEO,1071282582.61,1.0718,14509159.87
297,2020-05-09,uobi Token,HT,916545063.33,4.1162,148267156.98
298,2020-05-09,HEX,HEX,828131616.37,0.005434,6395262.76
299,2020-05-09,Ethereum Classic,ETC,824009625.56,7.0844,2010448164.93
300,2020-05-16,Bitcoin,BTC,172340956578.56,9377.01,36164766407.63
301,2020-05-16,Ethereum,ETH,22266558227.06,200.68,15379081644.71
302,2020-05-16,XRP,XRP,8823975223.48,0.2,1794850123.61
303,2020-05-16,TTether,USDT,8799772954.75,1.0002,42259786354.53
304,2020-05-16,Bitcoin Cash,BCH,4356432758.89,236.65,2812165777.64
305,2020-05-16,Bitcoin SV,BSV,3470654021.75,188.54,1506851154.54
306,2020-05-16,Litecoin,LTC,2797840305.6,43.21,3879155974.45
307,2020-05-16,Binance Coin,BNB,2496641247.3,16.05,339913391.1
308,2020-05-16,EOS,EOS,2422299124.89,2.6253,3304379144.81
309,2020-05-16,Tezos,XTZ,1866906996.64,2.6271,119251092.51
310,2020-05-16,Stellar,XLM,1376378510.25,0.06811,433441328.14
311,2020-05-16,Cardano,ADA,1320505417.5,0.05093,123913484.98
312,2020-05-16,KChainlink,LINK,1316033130.0,3.7601,298753873.61
313,2020-05-16,Monero,XMR,1147864241.33,65.36,80487573.23
314,2020-05-16,UNUS SED LEO,LEO,1090386184.1,1.0909,17248356.11
315,2020-05-16,Crypto.com Coin,CRO,1080851783.0,0.0651,9365647.64
316,2020-05-16,TRON,TRX,997697025.16,0.01496,1494408339.34
317,2020-05-16,uobi Token,HT,899133003.72,4.038,130025271.68
318,2020-05-16,HEX,HEX,834058070.02,0.005473,2917452.94
319,2020-05-16,Ethereum Classic,ETC,777859445.85,6.6876,1908326129.01
320,2020-05-23,Bitcoin,BTC,169305492439.59,9209.29,27727866811.67
321,2020-05-23,Ethereum,ETH,23176030658.61,208.69,10665476767.64
322,2020-05-23,TTether,USDT,8846790751.1,1.0055,33726005348.6
323,2020-05-23,XRP,XRP,8772115860.46,0.1989,1459815519.53
324,2020-05-23,Bitcoin Cash,BCH,4327178478.29,234.98,2403159772.03
325,2020-05-23,Bitcoin SV,BSV,3571525111.3,193.96,1072106098.7
326,2020-05-23,Litecoin,LTC,2853191055.59,44.03,2576920703.0
327,2020-05-23,Binance Coin,BNB,2580073085.16,16.59,281071630.33
328,2020-05-23,EOS,EOS,2398067877.01,2.5706,1990987498.89
329,2020-05-23,Tezos,XTZ,1965971779.85,2.7634,89111444.13
330,2020-05-23,Cardano,ADA,1434331268.44,0.05532,131277191.11
331,2020-05-23,KChainlink,LINK,1384271247.27,3.9551,350387118.23
332,2020-05-23,Stellar,XLM,1367629026.02,0.06761,400282441.85
333,2020-05-23,Crypto.com Coin,CRO,1242082514.02,0.07481,26976968.15
334,2020-05-23,UNUS SED LEO,LEO,1138743233.19,1.1393,11045977.57
335,2020-05-23,Monero,XMR,1121708334.99,63.84,71353732.5
336,2020-05-23,TRON,TRX,1003418838.92,0.01505,1511113355.77
337,2020-05-23,uobi Token,HT,882803456.76,3.9647,84870507.03
338,2020-05-23,Ethereum Classic,ETC,766212149.29,6.5875,1190218864.49
339,2020-05-23,Neo,NEO,722279598.65,10.24,352581209.11
340,2020-05-30,Bitcoin,BTC,178390129757.68,9700.41,32722975141.2
341,2020-05-30,Ethereum,ETH,26936114603.87,242.35,15027397866.51
342,2020-05-30,XRP,XRP,9096936496.52,0.2062,1683149543.52
343,2020-05-30,TTether,USDT,8801618922.91,1.0004,40377918880.16
344,2020-05-30,Bitcoin Cash,BCH,4629344099.71,251.3,3987199933.33
345,2020-05-30,Bitcoin SV,BSV,3717937506.72,201.84,2107345836.7
346,2020-05-30,Litecoin,LTC,3082829598.11,47.54,2852777896.15
347,2020-05-30,Binance Coin,BNB,2759752874.16,17.74,330991077.74
348,2020-05-30,EOS,EOS,2576884318.21,2.7617,2210704951.98
349,2020-05-30,Tezos,XTZ,2078507668.31,2.9184,119885538.58
350,2020-05-30,Cardano,ADA,1995286526.0,0.07696,591436389.11
351,2020-05-30,Stellar,XLM,1467241702.43,0.07244,510303238.11
352,2020-05-30,Crypto.com Coin,CRO,1465832358.16,0.08536,34309875.47
353,2020-05-30,KChainlink,LINK,1458957295.79,4.1684,356995899.92
354,2020-05-30,Monero,XMR,1201681556.37,68.36,93931827.19
355,2020-05-30,UNUS SED LEO,LEO,1182435068.61,1.183,14086866.4
356,2020-05-30,TRON,TRX,1087878990.79,0.01631,1646591606.48
357,2020-05-30,HEX,HEX,942118750.52,0.005069,1569335.3
358,2020-05-30,uobi Token,HT,915156735.64,4.1559,140892940.77
359,2020-05-30,Ethereum Classic,ETC,870747258.09,7.4862,1483066909.99
360,2020-06-06,Bitcoin,BTC,177595657884.16,9653.68,20438419222.33
361,2020-06-06,Ethereum,ETH,26913140925.05,241.93,8114873844.8
362,2020-06-06,TTether,USDT,9181588926.82,0.9993,23548822467.4
363,2020-06-06,XRP,XRP,8961182289.16,0.2031,1048611012.4
364,2020-06-06,Bitcoin Cash,BCH,4667251381.69,253.27,1789267442.96
365,2020-06-06,Bitcoin SV,BSV,3580860228.67,194.33,1192456207.9
366,2020-06-06,Litecoin,LTC,3032854878.55,46.73,2160092222.17
367,2020-06-06,Binance Coin,BNB,2727481712.89,17.54,247410757.85
368,2020-06-06,EOS,EOS,2608628064.24,2.7951,1858177707.94
369,2020-06-06,Cardano,ADA,2230397734.67,0.08603,230814839.59
370,2020-06-06,Tezos,XTZ,2135627431.88,2.9175,61405619.35
371,2020-06-06,Crypto.com Coin,CRO,1806080918.61,0.1042,53306827.79
372,2020-06-06,Stellar,XLM,1621164011.57,0.07988,499450886.76
373,2020-06-06,KChainlink,LINK,1519918210.44,4.3426,270796645.28
374,2020-06-06,UNUS SED LEO,LEO,1246230022.45,1.2469,12132341.56
375,2020-06-06,Monero,XMR,1188967147.02,67.6,57757848.76
